step;amount;oldbalanceOrg;newbalanceOrig;oldbalanceDest;newbalanceDest;type_num;isFlaggedFraud;isFraud;type;nameOrig;nameDest
13;50372.97;551;0;0;0;4;0;0;PAYMENT;C272600261;M1212877675
13;15819.18;13027;0;0;0;4;0;0;PAYMENT;C27431536;M820717660
13;53827.69;104262.22;50434.54;539987.64;593815.33;2;0;0;CASH_OUT;C275457191;C304360013
13;16248.96;0;0;0;0;4;0;0;PAYMENT;C276705233;M1395775583
13;1057.04;0;0;0;0;4;0;0;PAYMENT;C282248750;M1761053900
13;2809.76;0;0;2653243.59;2383718.79;2;0;0;CASH_OUT;C283783984;C836514715
13;382.86;534583.18;534200.32;0;0;4;0;0;PAYMENT;C28876366;M490544584
13;142693.99;60582;0;0;142693.99;2;0;0;CASH_OUT;C30101402;C2041595897
13;19641.09;49908;30266.91;102254.14;177887.27;2;0;0;CASH_OUT;C307100615;C1543521210
13;103412.48;0;0;934553.35;1037965.83;5;0;0;TRANSFER;C30814849;C1192244013
13;374132.33;0;0;2917541.57;3683995.06;2;0;0;CASH_OUT;C310763972;C1254893565
13;81427.32;241138.24;159710.92;380023.26;461450.58;2;0;0;CASH_OUT;C314438081;C1014634652
13;10004.19;6297081.38;6307085.56;788978.23;650795.73;1;0;0;CASH_IN;C315557777;C116329202
13;467268.57;1325;0;229641;930691.88;2;0;0;CASH_OUT;C318648695;C341378953
13;8258.62;0;0;0;0;4;0;0;PAYMENT;C32040743;M976861085
13;236913.58;6327464.96;6564378.54;755211.09;441360.85;1;0;0;CASH_IN;C327348954;C59903514
13;150444.71;0;0;1166482.94;1316927.64;2;0;0;CASH_OUT;C327401737;C84773680
13;2671.22;574170.9;571499.68;0;0;4;0;0;PAYMENT;C329101057;M426296843
13;47240.92;0;0;1584946.05;1980204.3;2;0;0;CASH_OUT;C332794733;C884457408
13;6658.79;537904.28;531245.49;0;0;4;0;0;PAYMENT;C333724790;M1829902147
13;346089.85;5510540.7;5856630.55;592535.72;704624.25;1;0;0;CASH_IN;C348492186;C76017431
13;70627.35;13817;0;84755.6;155382.95;5;0;0;TRANSFER;C351998214;C725243821
13;506269.06;0;0;4033945.42;4832956.9;2;0;0;CASH_OUT;C354177159;C656400047
13;56050.65;12467;0;0;0;4;0;0;PAYMENT;C361279944;M1155315103
13;2686564.04;2686564.04;0;0;0;5;0;1;TRANSFER;C364029634;C2041291172
13;456998.14;84963;0;160841.71;835379.38;2;0;0;CASH_OUT;C369050448;C243586528
13;93806.17;20754;0;808163.43;901969.6;2;0;0;CASH_OUT;C374844215;C791767143
13;81123.59;0;0;820037.16;901160.75;2;0;0;CASH_OUT;C377360635;C674390184
13;160576.19;6975666.39;7136242.58;177025.53;16449.33;1;0;0;CASH_IN;C379850231;C417347507
13;251201.96;0;0;5994411.34;5856090.83;2;0;0;CASH_OUT;C383467909;C116956744
13;12735.99;682454.61;669718.62;0;0;4;0;0;PAYMENT;C392076863;M1360460159
13;454853.26;103585;0;461851.59;916704.86;2;0;0;CASH_OUT;C39264973;C1609750594
13;354308.42;221956;576264.42;19881;115671.44;1;0;0;CASH_IN;C405065433;C1323056868
13;2230.16;9201.2;6971.04;0;0;4;0;0;PAYMENT;C409537370;M706838706
13;33873.02;580;0;0;0;4;0;0;PAYMENT;C413570110;M529003972
13;219335.85;190;0;0;219335.85;2;0;0;CASH_OUT;C413986843;C124879814
13;334546.25;41053;375599.25;1394031.91;1059485.66;1;0;0;CASH_IN;C43158001;C166752075
13;36092.43;141076;177168.43;1874338.65;1838246.22;1;0;0;CASH_IN;C443138914;C391532782
13;66640.17;73516;6875.83;11402.05;78042.22;2;0;0;CASH_OUT;C45430442;C1440149635
13;41743.09;11638;0;0;0;4;0;0;PAYMENT;C454780864;M1540909376
13;2609.88;37419.4;34809.52;0;0;4;0;0;PAYMENT;C45902292;M1631286250
13;5438.07;470069.52;464631.45;0;0;4;0;0;PAYMENT;C45968173;M355382697
13;290321.77;396549.75;106227.98;2721069.4;3266022.6;2;0;0;CASH_OUT;C471810304;C430686398
13;115781.13;0;0;140221.14;0;5;0;0;TRANSFER;C472251531;C529352236
13;2749.31;0;0;0;0;4;0;0;PAYMENT;C475812943;M976004150
13;491304.35;594360.45;103056.1;0;491304.35;2;0;0;CASH_OUT;C479846501;C120968558
13;134391.41;9148269.38;9282660.78;5643350.75;5259185.55;1;0;0;CASH_IN;C482969246;C16729522
13;223861.18;8487231.52;8711092.7;2464122.07;2240260.89;1;0;0;CASH_IN;C485006164;C1390295291
13;165103.04;580132.57;745235.61;3563483.01;3346587.37;1;0;0;CASH_IN;C485387543;C1452629183
13;2366973.54;0;0;3279387.54;5646361.08;5;0;0;TRANSFER;C485930178;C1491213790
13;246655.16;0;0;321475.66;568130.82;2;0;0;CASH_OUT;C492788831;C394010840
13;278287.11;0;0;1382698.9;2176831.45;2;0;0;CASH_OUT;C499990110;C1625687132
13;4440.61;102782;98341.39;0;0;4;0;0;PAYMENT;C50312042;M453794668
13;274262.66;196655;470917.66;69982;0;1;0;0;CASH_IN;C505799683;C732641257
13;107164.46;21259;0;150670.59;266285.42;2;0;0;CASH_OUT;C510055272;C1366296025
13;454081.84;8549;462630.84;16220.91;0;1;0;0;CASH_IN;C510163077;C17247275
13;81330.92;0;0;105561;327451.58;2;0;0;CASH_OUT;C514599151;C1270753312
13;81153.59;0;0;288329.55;208410.1;2;0;0;CASH_OUT;C519418611;C769507769
13;115355.04;859742.52;744387.48;3585253.69;3700608.73;2;0;0;CASH_OUT;C520825097;C2097106754
13;224711;2393916.84;2618627.84;3302516.99;3151416.46;1;0;0;CASH_IN;C531838958;C1821667317
13;1216417.11;0;0;1387792.45;2604209.57;5;0;0;TRANSFER;C542417588;C1953408808
13;68862.59;1.14E+16;1.15E+15;460171.83;391309.24;1;0;0;CASH_IN;C543089326;C1477239318
13;29434.53;203395;173960.47;0;29434.53;2;0;0;CASH_OUT;C549062314;C994128193
13;281793.86;6019;287812.86;28158.19;0;1;0;0;CASH_IN;C551201197;C1438192884
13;202798.6;0;0;522209.29;863117.26;2;0;0;CASH_OUT;C554707454;C1883133402
13;272304.31;77905.32;350209.63;0;0;1;0;0;CASH_IN;C561768015;C1596969125
13;300776.77;698;0;470226.46;771003.23;2;0;0;CASH_OUT;C571706672;C1345967146
13;371569.58;0;0;1.06E+15;1.09E+16;2;0;0;CASH_OUT;C571819035;C1494880280
13;331426.55;19964;351390.55;15154.05;0;1;0;0;CASH_IN;C585330613;C1258702925
13;6557.12;0;0;0;0;4;0;0;PAYMENT;C589192669;M1587639313
13;7610.45;0;0;905546.69;1762574.81;3;0;0;DEBIT;C602580212;C529632678
13;19252.2;0;0;0;0;4;0;0;PAYMENT;C60372012;M1962591721
13;30441.99;20703;0;0;0;4;0;0;PAYMENT;C603966382;M58343757
13;135315.51;12396;0;274292.43;409607.94;2;0;0;CASH_OUT;C609320126;C1106536762
13;32000.43;21593;0;0;0;4;0;0;PAYMENT;C613383081;M822750847
13;421379.89;0;0;2759753.18;3181133.08;2;0;0;CASH_OUT;C615210541;C214581584
13;531970.55;43132;0;0;505033.55;2;0;0;CASH_OUT;C615849606;C1251552280
13;1112908.67;0;0;1542850.84;3454151.22;5;0;0;TRANSFER;C617174750;C805643982
13;303652.86;27961;0;122231.02;425883.88;2;0;0;CASH_OUT;C623171740;C1752584019
13;90767.57;150109;59341.43;1716331.33;1807098.89;2;0;0;CASH_OUT;C625487087;C1681466163
13;219651.27;55828;0;797565.41;1022235.83;2;0;0;CASH_OUT;C63543187;C944858368
13;271691.45;0;0;765207.47;1036898.92;2;0;0;CASH_OUT;C64100723;C302544702
13;1391040.31;38284;0;12265;1518134.04;5;0;0;TRANSFER;C641341941;C2068512425
13;14391.5;20496;6104.5;0;0;4;0;0;PAYMENT;C642369140;M941629702
13;15706.99;0;0;0;0;4;0;0;PAYMENT;C642997033;M2006551202
13;12382.23;10903;0;0;0;4;0;0;PAYMENT;C646788793;M736841419
13;6413.98;0;0;0;0;4;0;0;PAYMENT;C651571358;M835814375
13;136592.54;335899.18;199306.64;1946565.03;1962745.62;2;0;0;CASH_OUT;C655684938;C1054909747
13;31151.95;3888;0;0;0;4;0;0;PAYMENT;C656963781;M485077477
13;213833.14;11605;0;349894.08;563727.22;2;0;0;CASH_OUT;C657316166;C212008876
13;111378.26;18465;0;149331.72;629036.26;2;0;0;CASH_OUT;C659936663;C1284521465
13;11768.6;51066;39297.4;514659.77;526428.37;3;0;0;DEBIT;C673058814;C1109283606
13;30972.16;0;0;0;0;4;0;0;PAYMENT;C673776535;M305596803
13;6188514.81;6188514.81;0;381607.21;6424681.56;2;0;1;CASH_OUT;C686187434;C1562904239
13;25707.78;108735.61;83027.83;0;0;4;0;0;PAYMENT;C696850776;M472128703
13;311382.08;559;311941.08;1606318.03;1711170.1;1;0;0;CASH_IN;C708737048;C1174072748
13;30417.28;2631485.28;2661902.56;136815.14;106397.87;1;0;0;CASH_IN;C715999938;C1399870996
13;64883.62;3612016.85;3676900.47;1191726.1;2770481.19;1;0;0;CASH_IN;C717996389;C1944717592
13;53976.92;225979.71;279956.64;122920.67;68943.75;1;0;0;CASH_IN;C718157850;C1781059427
13;167727.46;0;0;426447.85;644379.2;2;0;0;CASH_OUT;C720558210;C1220987620
13;345848.64;7262623.7;7608472.34;2120205.06;1759658.59;1;0;0;CASH_IN;C722483452;C111018678
13;16446.6;277480.57;261033.97;0;0;4;0;0;PAYMENT;C722636754;M1068311757
13;172211;0;0;1796960.02;1969171.02;2;0;0;CASH_OUT;C722877452;C375832275
13;12032.7;43011;30978.3;0;0;4;0;0;PAYMENT;C723123195;M463191068
13;175154.28;21978;197132.28;0;0;1;0;0;CASH_IN;C731617875;C1973781421
13;4022667.54;4022667.54;0;0;0;5;0;1;TRANSFER;C735463888;C1548348754
13;357131.09;474131;116999.91;1275708.09;1632839.18;2;0;0;CASH_OUT;C735811626;C1546261236
13;255501.14;22492;277993.14;3778469.62;3829539.2;1;0;0;CASH_IN;C738067448;C2103065350
13;27867.83;0;0;0;0;4;0;0;PAYMENT;C738639470;M140898971
13;25810.13;10461;0;0;0;4;0;0;PAYMENT;C743808738;M641428896
13;206105.67;60491;0;0;0;2;0;0;CASH_OUT;C754122942;C931548023
13;5785.3;0;0;0;0;4;0;0;PAYMENT;C764847770;M1733841705
13;939048.91;0;0;2619310.56;3558359.47;5;0;0;TRANSFER;C769041290;C162013443
13;14374.55;23854;9479.45;0;0;4;0;0;PAYMENT;C770163001;M622894087
13;5073.68;0;0;0;0;4;0;0;PAYMENT;C770503960;M958401573
13;15644.22;147917;132272.78;0;0;4;0;0;PAYMENT;C779695817;M1079843029
13;27058.22;3985;0;0;0;4;0;0;PAYMENT;C780124291;M1844580066
13;226378.51;3683821.26;3910199.76;2.29E+16;2.27E+16;1;0;0;CASH_IN;C781311326;C1262822392
13;184259.08;0;0;1325055.69;1979900.39;2;0;0;CASH_OUT;C783412967;C349336071
13;80907.23;447672.17;366764.94;935763.36;1016670.58;2;0;0;CASH_OUT;C785376051;C965587033
13;130755.82;0;0;1791278.28;1922034.11;2;0;0;CASH_OUT;C792212971;C1067741229
13;4022667.54;4022667.54;0;80136.56;4057191.21;2;0;1;CASH_OUT;C79951219;C1499489682
13;790964.43;0;0;2140826.82;2931791.26;5;0;0;TRANSFER;C806262862;C1337062880
13;96582.66;35806;132388.66;284516.98;371876.49;1;0;0;CASH_IN;C809357796;C570607919
13;17367.76;201904.96;184537.2;0;0;4;0;0;PAYMENT;C815327643;M244327334
13;390056.64;0;0;476414.35;628634.76;2;0;0;CASH_OUT;C823776777;C1581268328
13;245301.09;5127;0;0;344528.84;2;0;0;CASH_OUT;C829878991;C1082992891
13;10301.52;21187.05;10885.53;0;0;4;0;0;PAYMENT;C830227151;M1509251460
13;14548.01;0;0;796187.89;810735.9;2;0;0;CASH_OUT;C834901117;C64294407
13;4230.28;460.67;0;0;0;4;0;0;PAYMENT;C847038076;M700477575
13;29892.16;0;0;0;0;4;0;0;PAYMENT;C851093849;M354245725
13;322.02;0;0;0;0;4;0;0;PAYMENT;C86787286;M1786036217
13;104727.73;0;0;255094.97;29741.86;2;0;0;CASH_OUT;C871426786;C1980543334
13;8975.73;0;0;0;0;4;0;0;PAYMENT;C872763081;M1220499483
13;357575.36;406321.7;763897.06;2915517.2;2281528.66;1;0;0;CASH_IN;C873238535;C1368114983
13;24032.87;35912;11879.13;0;0;4;0;0;PAYMENT;C880660229;M805238725
13;9400.9;0;0;0;0;4;0;0;PAYMENT;C885050720;M1855739063
13;12943.05;0;0;0;0;4;0;0;PAYMENT;C89186459;M1883794242
13;2686564.04;2686564.04;0;438199.37;3124763.41;2;0;1;CASH_OUT;C901331326;C1662761228
13;16354.49;0;0;1.16E+16;1.17E+16;2;0;0;CASH_OUT;C907482224;C1552859894
13;4190.82;21370;17179.18;376953.66;381144.48;3;0;0;DEBIT;C911544532;C1591771358
13;64115.13;5508;0;412392.76;476507.9;2;0;0;CASH_OUT;C916194290;C2020603088
13;147057.37;105901;252958.37;306131.27;159073.9;1;0;0;CASH_IN;C917011348;C2081527003
13;48375.02;48375.02;0;0;0;5;0;1;TRANSFER;C920803432;C1767389067
13;15766.53;20783;5016.47;0;15766.53;2;0;0;CASH_OUT;C923047020;C1305900802
13;371654.48;4067044.71;4438699.2;2644887.92;2425893.61;1;0;0;CASH_IN;C93139864;C1499528600
13;231054.21;52854;0;0;402266.31;2;0;0;CASH_OUT;C93909998;C952280731
13;37001.13;47717;10715.87;0;0;4;0;0;PAYMENT;C945664016;M98314960
13;136520.57;146839;283359.57;159667.72;23147.15;1;0;0;CASH_IN;C953348742;C1246297699
13;120733.59;273425.45;152691.87;715020.64;1256592.27;2;0;0;CASH_OUT;C955424980;C1666314150
13;77618.05;20465;0;0;0;4;0;0;PAYMENT;C95727411;M2033451279
13;24954.18;0;0;0;0;4;0;0;PAYMENT;C965537103;M1709168556
13;82161.34;0;0;362555.72;475638.76;2;0;0;CASH_OUT;C969591479;C1862160403
13;7732.93;0;0;6131042.25;6138775.18;2;0;0;CASH_OUT;C977402570;C189963646
13;1868.41;0;0;0;0;4;0;0;PAYMENT;C980880611;M1374157207
13;82824.03;9900;0;477920.85;560744.88;2;0;0;CASH_OUT;C981476221;C1668439906
13;377259.35;8265944.58;8643203.94;1022761.94;645502.59;1;0;0;CASH_IN;C984339757;C1769233874
13;402649.04;31250;0;577356.19;625010.75;2;0;0;CASH_OUT;C991316484;C1640648686
13;3522.27;249771.01;246248.74;0;0;4;0;0;PAYMENT;C991501202;M906488924
13;303256.95;0;0;4824237.26;5127494.21;2;0;0;CASH_OUT;C994267871;C1469084143
14;360065.23;363;0;0;503476.62;2;0;0;CASH_OUT;C1002998506;C1795899447
14;206151.48;0;0;576849.45;763042.44;2;0;0;CASH_OUT;C1005341521;C601286407
14;20872.09;40215;19342.91;0;0;4;0;0;PAYMENT;C1005881202;M306841535
14;30288.03;47139;16850.97;0;0;4;0;0;PAYMENT;C1012327977;M102376576
14;12223.95;0;0;0;0;4;0;0;PAYMENT;C1019910524;M926542885
14;114888.27;203706;318594.27;0;0;1;0;0;CASH_IN;C1023797011;C436609369
14;178337.66;17169;195506.66;0;289187.9;1;0;0;CASH_IN;C102382717;C2132177204
14;65449.72;20991;86440.72;2612865.18;2547415.46;1;0;0;CASH_IN;C1025440994;C798170461
14;18728.78;0;0;0;0;4;0;0;PAYMENT;C1027682324;M1113668507
14;117510.75;222032;104521.25;20938;0;2;0;0;CASH_OUT;C1030981590;C92253489
14;434373.34;14742;0;0;608171.71;5;0;0;TRANSFER;C1032583172;C256786165
14;47070.33;0;0;2486137.61;2533207.94;2;0;0;CASH_OUT;C1048269555;C440082302
14;7280.39;0;0;8296249.14;8668696.06;2;0;0;CASH_OUT;C1048996790;C1251686742
14;166181.21;698391;532209.79;0;166181.21;2;0;0;CASH_OUT;C1057852053;C460900193
14;112760.26;92039;0;120230.74;147198.1;2;0;0;CASH_OUT;C10579077;C1716010479
14;24473.22;0;0;0;0;4;0;0;PAYMENT;C1059115234;M1148354030
14;127259.28;21275;0;58;154277.38;2;0;0;CASH_OUT;C1060619399;C310379078
14;1562.76;183605.78;182043.02;0;0;4;0;0;PAYMENT;C1066128873;M1658018342
14;17713.26;0;0;0;0;4;0;0;PAYMENT;C1067731206;M587588046
14;4623.04;111878;107254.96;0;0;4;0;0;PAYMENT;C1068277745;M772211727
14;838943.13;0;0;4127787.98;4943514.28;5;0;0;TRANSFER;C1077076220;C1702357112
14;12471.18;0;0;0;0;4;0;0;PAYMENT;C1079775048;M419196391
14;82448.95;23834;0;20236;0;2;0;0;CASH_OUT;C108791836;C679868315
14;250980.4;0;0;359342.94;601783.9;5;0;0;TRANSFER;C1090353737;C1877120740
14;108626.04;51820;0;30912.73;378815.81;5;0;0;TRANSFER;C1110782122;C651648459
14;8719.47;94582.88;85863.41;0;0;4;0;0;PAYMENT;C1124959491;M890010645
14;89047.18;0;0;1322366.4;2251979.12;2;0;0;CASH_OUT;C1125517335;C1210434315
14;6708.4;127769;121060.6;0;0;4;0;0;PAYMENT;C1126131495;M535889138
14;65488.05;65488.05;0;0;65488.05;2;0;1;CASH_OUT;C1137669976;C1526507740
14;8676.93;193946.24;185269.31;0;0;4;0;0;PAYMENT;C1140642432;M1211035941
14;299869.4;11192;311061.4;3.04E+16;3.03E+16;1;0;0;CASH_IN;C1141245503;C891089759
14;141473.34;358798.42;217325.08;751250.23;1414616.94;2;0;0;CASH_OUT;C1145533105;C303888116
14;190213.92;0;190213.92;310160.14;298218.48;1;0;0;CASH_IN;C1148754175;C1349898263
14;1312.64;0;0;0;0;4;0;0;PAYMENT;C1154088238;M714408437
14;88677.84;16096;0;796.88;0;2;0;0;CASH_OUT;C116098929;C90167088
14;1149.04;0;0;0;0;4;0;0;PAYMENT;C1162039853;M321952948
14;10397.12;527021;516623.88;0;0;4;0;0;PAYMENT;C116311721;M861972228
14;156488.83;32171;0;11216.6;80940.54;2;0;0;CASH_OUT;C116986806;C1536794677
14;329049;213942;0;0;371263.74;2;0;0;CASH_OUT;C1178654894;C63204393
14;48577.4;3380736.2;3429313.6;2022494.25;2187908.51;1;0;0;CASH_IN;C1189414540;C698636661
14;228297.97;30543;0;0;108674.56;5;0;0;TRANSFER;C1195076618;C1418064620
14;88106.57;21331;0;0;0;5;0;0;TRANSFER;C1197849717;C1187520756
14;449651.87;0;0;1681710.42;2131362.3;5;0;0;TRANSFER;C1220752507;C872991067
14;302073.04;377224.61;75151.58;365852.05;1225307.86;2;0;0;CASH_OUT;C1222397160;C862820196
14;190753.83;1.79E+16;1.81E+16;359096.82;168342.99;1;0;0;CASH_IN;C122288318;C262737815
14;267947.36;5074;0;82267;350214.36;2;0;0;CASH_OUT;C1225831293;C1372793445
14;22455.31;10872;0;0;0;4;0;0;PAYMENT;C123602019;M584804949
14;294892.02;17075;311967.02;11125;0;1;0;0;CASH_IN;C1249470257;C1319784550
14;28312.21;275655.48;247343.27;0;0;4;0;0;PAYMENT;C1252064214;M129796821
14;235024.42;166749.37;0;470350.97;1166506.42;2;0;0;CASH_OUT;C1259153857;C2115525002
14;271320.7;708946;437625.3;0;375636.79;2;0;0;CASH_OUT;C1259282535;C1752261436
14;103093.77;8565639.59;8668733.36;281020.32;233079.12;1;0;0;CASH_IN;C1259521054;C1354418670
14;9371.29;232404;223032.71;0;0;4;0;0;PAYMENT;C1263128966;M1409407476
14;10322.67;843481;833158.33;0;0;4;0;0;PAYMENT;C1263991541;M2140994261
14;84120.34;10347;0;0;84120.34;2;0;0;CASH_OUT;C1267648079;C147580090
14;213481.79;2915405.41;3128887.21;528136.85;186222.74;1;0;0;CASH_IN;C1269893150;C1422262786
14;492452.96;20999;0;0;695752.16;5;0;0;TRANSFER;C127289501;C1642847306
14;6359.41;236330;229970.59;0;0;4;0;0;PAYMENT;C1273385485;M1343644974
14;78826.37;30090;0;65187.92;144014.29;2;0;0;CASH_OUT;C1273672064;C751293062
14;155792.24;0;0;368983.85;643513.09;2;0;0;CASH_OUT;C1277018520;C847705835
14;188806.01;0;0;448512.05;637318.06;2;0;0;CASH_OUT;C1277061170;C2147130192
14;707326.23;1167;0;233379.23;1182093.03;2;0;0;CASH_OUT;C128220067;C171980631
14;7094.25;0;0;0;0;4;0;0;PAYMENT;C1289964614;M65543178
14;10523.45;0;0;0;0;4;0;0;PAYMENT;C1299783474;M1884731092
14;2076.07;0;0;0;0;4;0;0;PAYMENT;C1302175485;M388307036
14;11855;0;0;0;0;4;0;0;PAYMENT;C132264206;M1623567838
14;60751.43;0;0;498537.43;932280.27;2;0;0;CASH_OUT;C1324884681;C652048201
14;84413.69;423553.14;339139.46;0;84413.69;2;0;0;CASH_OUT;C1327621519;C887608861
14;63185.06;6160383.4;6223568.46;467283.63;595039.24;1;0;0;CASH_IN;C1327890259;C1527266169
14;1094517.48;0;0;5727058.8;7083921.39;5;0;0;TRANSFER;C132962491;C653147284
14;361328.85;1.63E+16;1.67E+16;3607104.89;3411749.71;1;0;0;CASH_IN;C1330730919;C79467401
14;270561.1;0;0;105219.25;38883.45;2;0;0;CASH_OUT;C1346568586;C1934634055
14;46.22;267;220.78;220604.14;220650.36;5;0;0;TRANSFER;C1346860066;C344899519
14;3035.71;44910.78;41875.07;0;0;4;0;0;PAYMENT;C1348832692;M662261848
14;82938.44;49686;0;7052250.25;7135188.7;2;0;0;CASH_OUT;C1349411235;C1235151206
14;62353.86;0;0;6376445.17;7218552.07;5;0;0;TRANSFER;C1351850066;C649265468
14;27632.93;0;0;0;0;4;0;0;PAYMENT;C1364237420;M424582052
14;242478.27;26562;0;1283830.84;2879153.82;2;0;0;CASH_OUT;C1365819116;C104209789
14;12942.13;0;0;5239503.76;5122812.48;2;0;0;CASH_OUT;C1372904507;C54469808
14;190999.24;590377;781376.24;0;0;1;0;0;CASH_IN;C1373379872;C302528256
14;2093951.47;2093951.47;0;0;0;5;0;1;TRANSFER;C1374377088;C207611232
14;309677.82;19975;0;998144.06;1384451.95;2;0;0;CASH_OUT;C1390294826;C968591791
14;5578.03;0;0;0;0;4;0;0;PAYMENT;C1392103969;M1625849509
14;267763.34;0;0;8364712.36;9017455.91;2;0;0;CASH_OUT;C1394756852;C1373172466
14;81985.85;1011559.92;929574.07;778908.36;939320.2;2;0;0;CASH_OUT;C1419183234;C1795041102
14;114765.89;0;0;1133510.36;1248276.25;2;0;0;CASH_OUT;C1430642860;C1689651646
14;542069.41;0;0;664206.31;1545040.01;5;0;0;TRANSFER;C1431546486;C1372356244
14;2093951.47;2093951.47;0;0;2093951.47;2;0;1;CASH_OUT;C1440901488;C166839225
14;418808.3;49561;0;60469;0;2;0;0;CASH_OUT;C144090842;C952496638
14;192132.44;32289;0;26086;186406.04;2;0;0;CASH_OUT;C1441228763;C1190206144
14;5610.36;48343.27;42732.91;0;0;4;0;0;PAYMENT;C1444109286;M682380228
14;133000.45;1475245.41;1608245.87;913961.4;780960.95;1;0;0;CASH_IN;C1444195060;C1929559035
14;7612.44;153292.35;145679.91;0;0;4;0;0;PAYMENT;C1449878169;M120455401
14;208075;0;0;1905808.96;2097000.5;2;0;0;CASH_OUT;C1451694693;C1436843931
14;743265.81;1421;0;0;891073.52;2;0;0;CASH_OUT;C1457229941;C1620134923
14;867.25;61486;60618.75;0;0;4;0;0;PAYMENT;C1460525930;M1131446042
14;489.07;42190;41700.93;0;0;4;0;0;PAYMENT;C147499164;M13593139
14;243305.66;21582;0;4853329.94;5096635.6;2;0;0;CASH_OUT;C1478265491;C93166806
14;1979.33;0;0;0;0;4;0;0;PAYMENT;C1478295292;M1582170271
14;18418.41;81921;63502.59;0;0;4;0;0;PAYMENT;C1479228464;M1453210953
14;15305.53;1823207.81;1838513.34;892178.27;696473.99;1;0;0;CASH_IN;C1488722140;C1374917762
14;136514.73;22875;0;484353.03;1067019.74;2;0;0;CASH_OUT;C1506569880;C988705496
14;227440.88;183;0;305379.92;720547.64;2;0;0;CASH_OUT;C1507258969;C578044965
14;41696.27;7981714.24;8023410.52;6635343.69;6593647.42;1;0;0;CASH_IN;C150838919;C2131465140
14;1561891.66;1561891.66;0;3471928.95;6443177.56;2;0;1;CASH_OUT;C15204463;C1255502452
14;43567.12;700051;656483.88;425550.86;208739.48;2;0;0;CASH_OUT;C1524985993;C1975895367
14;24701.36;0;0;0;0;4;0;0;PAYMENT;C1539787449;M1089734117
14;558937.89;34952;593889.89;0;0;1;0;0;CASH_IN;C1548116206;C1731696256
14;519476.48;0;0;1703396.08;2157422.23;5;0;0;TRANSFER;C1548520011;C608437738
14;2230082.48;0;0;3319866.29;6054539.33;5;0;0;TRANSFER;C1567939853;C1254526270
14;2588.63;0;0;0;0;4;0;0;PAYMENT;C1571865026;M128407339
14;10105.33;4817;0;0;0;4;0;0;PAYMENT;C157970321;M1648844915
14;574360.04;96460;0;323914.42;1719937.93;5;0;0;TRANSFER;C1580964948;C1129752801
14;25468.82;0;0;0;0;4;0;0;PAYMENT;C1581857342;M2129584816
14;566600.09;117270.28;0;4486354.42;5186762.85;5;0;0;TRANSFER;C1581922669;C1150610696
14;162467.02;40342;0;0;162467.02;2;0;0;CASH_OUT;C1585744398;C1120189482
14;291044.1;15686;0;552825.21;1060525.35;2;0;0;CASH_OUT;C1587669222;C41267144
14;458.62;0;0;0;0;4;0;0;PAYMENT;C1592971214;M298460688
14;131099.1;374334.85;243235.75;821437.46;1292883.68;5;0;0;TRANSFER;C1594497679;C1824686860
14;11563.38;144575.36;133011.98;0;0;4;0;0;PAYMENT;C1595969619;M1588603333
14;56704.47;1.17E+16;1.18E+16;562999.64;506295.17;1;0;0;CASH_IN;C1596405810;C1964449149
14;327250.85;42011;369261.85;0;0;1;0;0;CASH_IN;C160243722;C757219028
14;352171.35;0;0;464195.75;617319.22;2;0;0;CASH_OUT;C1603442391;C1919814957
14;50446.61;8055185.61;8105632.21;57688.14;7241.53;1;0;0;CASH_IN;C1604506273;C352211689
14;272520.94;385618;113097.06;256805.71;0;5;0;0;TRANSFER;C1620231773;C41318698
14;119683.18;0;0;391551.1;511234.28;2;0;0;CASH_OUT;C1623128097;C1058820280
14;69319.2;0;0;2611643.45;4292944.88;2;0;0;CASH_OUT;C1623528530;C91104252
14;8473.44;152842.72;144369.28;0;0;4;0;0;PAYMENT;C1630295809;M633971668
14;200941.25;9048818.4;9249759.65;3270269.12;3421869.68;1;0;0;CASH_IN;C1631128329;C579869051
14;8420.2;0;0;0;0;4;0;0;PAYMENT;C1631477430;M1232096221
14;147161.22;5944825.3;6091986.53;614463.17;467301.94;1;0;0;CASH_IN;C1631625079;C1698343361
14;335002.84;51675;0;0;335002.84;2;0;0;CASH_OUT;C1635512782;C181887984
14;48951.03;7194052.84;7243003.87;96579.22;1277657.46;1;0;0;CASH_IN;C164844501;C1793056361
14;202643.65;0;0;482792.25;654242.32;5;0;0;TRANSFER;C1663317229;C1101411123
14;148009.28;1.59E+16;1.60E+16;971659.74;823650.46;1;0;0;CASH_IN;C1663576062;C1176958501
14;122546.97;116667;0;1832209.14;1644215.12;2;0;0;CASH_OUT;C1666676210;C1718147673
14;233881.06;257511.05;23629.99;2876;164413.71;5;0;0;TRANSFER;C1671014986;C1834461593
14;113112.81;35059.61;148172.43;924586.05;811473.23;1;0;0;CASH_IN;C1671167457;C841162487
14;22068.48;0;0;0;0;4;0;0;PAYMENT;C1672458411;M2053870945
14;340.25;0;0;0;0;4;0;0;PAYMENT;C1675442124;M1186671809
14;68054.89;0;0;828621.75;896676.64;2;0;0;CASH_OUT;C1679251639;C582890578
14;39913.79;68911;28997.21;141680.93;309683.55;2;0;0;CASH_OUT;C167993813;C1185754218
